FechaPago,CantidadPago,IdCliente
2024-07-05 01:32:03,9113,24
2024-11-17 18:14:53,6476,582
2023-07-28 17:49:20,9562,282
2023-07-14 16:52:19,8166,697
2024-05-31 08:09:12,9492,319
2023-09-26 02:45:06,6073,55
2024-03-18 20:50:25,6422,795
2024-03-31 20:55:02,9061,7
2024-08-16 11:06:49,6791,825
2024-01-26 00:03:33,9656,493
2023-09-06 07:41:30,7427,718
2023-10-05 00:43:14,6214,479
2024-11-14 16:27:12,5227,297
2024-02-29 00:21:07,9328,575
2024-09-11 13:33:26,5103,693
2024-08-26 08:15:50,7397,171
2024-09-15 22:18:55,8570,112
2024-09-11 00:42:17,5981,324
2024-01-28 21:47:59,8898,477
2023-10-04 14:23:13,7651,475
2024-06-17 10:22:30,6928,840
2024-06-13 22:29:12,8047,704
2024-03-29 16:33:09,8263,528
2023-07-12 12:52:54,8635,622
2024-12-21 12:34:43,7395,627
2023-08-01 12:26:00,7339,338
2024-05-31 17:55:28,8679,377
2024-02-29 17:44:32,5077,472
2024-09-11 01:10:48,8996,665
2023-09-03 16:40:13,8812,747
2024-09-25 08:08:49,5107,642
2023-09-10 06:50:04,6483,349
2024-02-13 00:35:47,8551,346
2024-04-27 20:27:13,8201,117
2024-07-07 00:29:49,8249,496
2024-07-02 20:36:50,5308,419
2023-08-16 20:46:14,6640,342
2024-09-04 03:10:30,7902,225
2024-10-09 13:40:33,6793,768
2023-08-02 00:15:35,6342,463
2024-05-02 22:43:47,5269,359
2024-09-03 05:23:08,8047,659
2024-02-17 18:04:45,6802,515
2023-10-12 04:41:13,9171,728
2023-11-20 21:48:18,6133,14
2023-07-07 01:38:02,7547,722
2024-04-03 06:41:46,9259,95
2024-06-12 08:54:45,8703,25
2024-06-23 15:00:38,6276,150
2024-03-02 18:02:52,7489,403
2023-09-27 13:32:15,9441,117
2024-04-05 10:00:10,9898,246
2024-01-12 09:51:55,7678,719
2024-05-06 15:07:22,8014,586
2024-06-16 14:20:04,8199,830
2023-08-22 06:44:33,6427,13
2023-12-12 19:07:48,7688,755
2024-12-15 23:39:26,5944,476
2024-07-01 08:04:19,5419,801
2024-01-15 20:36:57,9611,133
2023-08-09 13:06:06,5493,375
2024-11-23 21:45:54,7309,846
2023-09-01 20:09:02,6301,816
2024-07-18 10:36:12,7152,573
2024-02-27 23:19:23,6260,568
2024-11-15 16:56:49,9017,369
2023-10-14 17:31:35,8557,432
2023-08-30 03:11:52,9897,471
2023-08-23 23:36:36,8787,294
2024-05-17 18:28:58,8590,260
2024-01-14 23:21:47,6695,157
2024-10-29 01:12:19,9649,806
2023-12-17 06:50:32,7047,707
2023-07-15 08:10:27,5350,549
2024-03-26 14:58:42,9790,121
